,Age,GameGenre,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes
998,31,Strategy,10,7,143
999,31,Strategy,10,11,134
1000,28,Sports,11,8,122
1001,23,Sports,20,14,43
1002,16,RPG,19,16,125
1003,39,Sports,16,17,100
1004,23,Simulation,15,12,89
1005,36,Action,6,14,138
1006,18,Sports,12,19,35
1007,40,RPG,8,8,76
1008,43,Strategy,13,6,164
1009,48,Strategy,21,6,45
1010,37,Simulation,13,16,18
1011,25,Sports,23,14,57
1012,20,Simulation,11,15,161
1013,32,RPG,4,14,77
1014,35,Action,23,14,55
1015,48,RPG,4,12,21
1016,31,Simulation,13,0,165
1017,39,Simulation,17,14,79
1018,26,Strategy,11,11,40
1019,37,RPG,1,11,155
1020,36,Action,15,11,117
1021,35,Strategy,23,19,59
1022,41,Action,16,3,46
1023,45,Sports,14,7,75
1024,20,Simulation,14,17,27
1025,41,Action,8,1,150
1026,48,RPG,6,7,63
1027,26,Strategy,17,9,32
1028,21,Simulation,7,5,161
1029,24,Strategy,21,3,37
1030,31,Sports,4,10,35
1031,40,Strategy,23,10,144
1032,35,Action,10,6,144
1033,42,Strategy,2,2,66
1034,16,Strategy,0,12,118
1035,15,Sports,19,8,161
1036,40,Action,12,2,152
1037,43,Strategy,4,6,42
1038,35,Sports,6,13,32
1039,25,Strategy,2,12,39
1040,25,Action,6,18,159
1041,49,RPG,1,4,42
1042,48,Strategy,9,2,102
1043,38,Strategy,11,16,100
1044,36,RPG,13,16,168
1045,19,RPG,13,19,148
1046,47,RPG,7,9,16
1047,34,Strategy,20,10,75
1048,33,RPG,7,15,169
1049,49,Strategy,13,1,176
1050,31,Strategy,7,8,34
1051,48,Simulation,19,13,122
1052,23,Action,23,11,32
1053,40,Action,4,13,59
1054,16,Strategy,22,8,154
1055,23,RPG,1,6,58
1056,23,Strategy,19,8,144
1057,31,Action,22,17,170
1058,15,Action,15,2,14
1059,39,Sports,7,2,104
1060,39,Strategy,4,4,97
1061,49,RPG,19,6,123
1062,17,Strategy,2,10,73
1063,44,RPG,11,11,75
1064,48,RPG,19,16,98
1065,26,Action,19,9,73
1066,33,Sports,8,19,81
1067,31,Action,12,3,67
1068,24,Strategy,3,3,76
1069,26,Simulation,13,5,116
1070,30,Simulation,11,17,99
1071,38,RPG,21,8,53
1072,33,Action,11,14,76
1073,22,Simulation,15,4,146
1074,45,Sports,8,7,88
1075,35,Strategy,6,13,102
1076,31,RPG,3,19,154
1077,37,Strategy,12,15,173
1078,30,RPG,12,12,108
1079,20,Action,9,18,160
1080,22,Simulation,13,11,44
1081,39,RPG,14,7,13
1082,32,RPG,2,10,139
1083,39,Action,6,17,59
1084,26,Sports,20,16,33
1085,29,Strategy,11,0,160
1086,40,Simulation,8,6,56
1087,40,Strategy,1,11,114
1088,46,Simulation,12,17,12
1089,24,Sports,15,1,99
1090,30,Action,13,12,129
1091,21,RPG,18,3,166
1092,31,Simulation,6,1,92
1093,37,Action,1,12,158
1094,40,Simulation,13,2,110
1095,35,Simulation,5,7,133
1096,36,RPG,4,5,169
1097,21,Action,15,18,178
1098,28,Strategy,12,2,33
1099,29,RPG,20,6,25
1100,21,Strategy,18,0,151
1101,23,Strategy,10,11,103
1102,22,RPG,7,2,121
1103,37,Sports,23,17,111
1104,43,Sports,16,12,121
1105,32,RPG,23,6,106
1106,45,Sports,13,0,142
1107,44,RPG,5,15,80
1108,49,Simulation,16,16,77
1109,32,Action,21,8,46
1110,31,RPG,15,6,16
1111,28,Action,11,15,40
1112,45,Simulation,5,15,79
1113,38,Simulation,17,2,10
1114,49,Sports,7,8,99
1115,48,Strategy,10,5,97
1116,17,Sports,16,19,64
1117,40,Action,11,12,15
1118,37,Sports,13,13,35
1119,29,Strategy,5,0,58
1120,18,Simulation,19,16,26
1121,43,Sports,3,5,106
1122,36,Action,4,10,57
1123,39,RPG,1,15,139
1124,27,Simulation,16,18,128
1125,32,Sports,22,2,140
1126,47,Action,1,14,61
1127,30,Strategy,4,11,125
1128,16,Action,8,7,67
1129,49,Action,6,0,78
1130,48,Simulation,15,16,74
1131,44,Simulation,0,7,176
1132,27,RPG,13,18,58
1133,27,Sports,13,10,38
1134,32,Sports,0,3,115
1135,46,Action,9,19,136
1136,46,Sports,22,7,102
1137,49,Simulation,4,16,117
1138,43,Simulation,22,3,66
1139,43,Sports,17,1,24
1140,30,Strategy,6,9,51
1141,24,Sports,0,13,31
1142,44,Action,10,17,135
1143,39,Simulation,14,17,132
1144,34,RPG,2,15,75
1145,19,Simulation,1,0,47
1146,15,RPG,1,10,78
1147,44,Sports,18,0,60
1148,17,Action,18,0,116
1149,28,Action,15,16,38
1150,44,Action,17,3,123
1151,18,Strategy,8,12,134
1152,32,Sports,2,0,159
1153,39,Strategy,3,17,50
1154,15,RPG,7,1,135
1155,29,Strategy,8,0,135
1156,23,Action,21,0,158
1157,29,Simulation,9,4,114
1158,38,Action,10,13,37
1159,18,Sports,10,16,63
1160,26,Sports,17,12,11
1161,20,Action,0,17,133
1162,38,Action,10,2,65
1163,25,Sports,20,14,35
1164,27,Strategy,20,18,156
1165,48,Strategy,17,16,127
1166,39,Sports,9,12,21
1167,21,Action,6,12,30
1168,18,Action,2,19,145
1169,22,Sports,11,19,153
1170,34,Sports,20,13,165
1171,43,Strategy,8,19,24
1172,24,Sports,12,2,95
1173,48,Action,7,11,61
1174,40,Action,9,12,179
1175,17,Sports,3,12,83
1176,20,RPG,16,14,123
1177,19,Action,1,15,168
1178,19,Strategy,23,4,72
1179,37,RPG,9,19,67
1180,23,RPG,6,9,62
1181,49,Simulation,14,15,75
1182,34,RPG,21,12,155
1183,49,Sports,21,5,50
1184,32,Simulation,22,13,128
1185,31,Strategy,2,18,11
1186,38,RPG,5,11,121
1187,17,Simulation,1,0,152
1188,46,Action,2,13,90
1189,49,RPG,4,0,179
1190,27,Simulation,2,4,115
1191,39,Action,7,3,74
1192,23,Simulation,9,13,136
1193,18,Action,8,0,36
1194,28,Sports,9,17,173
1195,48,Action,20,14,26
1196,25,RPG,19,5,108
1197,17,RPG,23,3,59
1198,42,RPG,18,13,74
1199,43,RPG,20,1,122
1200,23,Strategy,16,17,10
1201,17,RPG,4,18,15
1202,39,RPG,22,9,154
1203,48,Simulation,5,16,135
1204,26,Strategy,16,7,111
1205,23,Strategy,5,13,94
1206,29,RPG,2,3,38
1207,39,Simulation,4,6,69
1208,19,Simulation,5,13,75
1209,25,Action,9,10,121
1210,48,Simulation,1,0,99
1211,38,Simulation,14,9,177
1212,29,Action,19,2,157
1213,22,Simulation,18,5,108
1214,19,Action,20,3,85
1215,40,Simulation,23,0,21
1216,32,RPG,23,18,110
1217,20,Strategy,9,15,75
1218,27,Strategy,12,18,164
1219,42,RPG,11,10,91
1220,19,Simulation,15,12,171
1221,27,RPG,5,8,127
1222,31,Strategy,18,3,179
1223,46,Strategy,3,0,19
1224,43,RPG,22,6,159
1225,17,Simulation,2,7,71
1226,48,Strategy,17,8,86
1227,41,RPG,9,7,179
1228,27,Strategy,15,17,89
1229,47,RPG,7,16,33
1230,20,Strategy,2,1,85
1231,38,RPG,22,8,48
1232,33,Sports,12,17,158
1233,30,Simulation,7,7,138
1234,42,Strategy,14,0,81
1235,47,Simulation,6,2,179
1236,27,Sports,0,13,154
1237,39,Sports,19,11,50
1238,41,Sports,23,19,64
1239,21,Simulation,22,5,142
1240,19,Strategy,21,14,130
1241,45,Strategy,17,9,122
1242,37,Simulation,3,17,92
1243,24,Action,3,10,92
1244,46,RPG,3,18,135
1245,44,Strategy,11,7,12
1246,45,Sports,11,18,166
1247,32,Simulation,13,18,155
1248,16,Strategy,5,14,23
1249,28,Sports,0,10,45
1250,27,Sports,2,12,174
1251,43,Sports,1,16,88
1252,26,Strategy,19,1,154
1253,16,Strategy,3,0,30
1254,46,Simulation,18,5,158
1255,27,Simulation,2,8,42
1256,41,Simulation,11,3,96
1257,31,Action,6,18,95
1258,45,Strategy,15,9,148
1259,48,Strategy,3,0,99
1260,38,Simulation,14,19,30
1261,49,Action,13,3,139
1262,20,Strategy,9,11,87
1263,33,Simulation,11,8,175
1264,44,Strategy,3,14,72
1265,21,Action,19,3,36
1266,24,RPG,14,5,118
1267,46,Sports,2,14,43
1268,48,Simulation,22,15,154
1269,42,Sports,14,17,35
1270,29,Simulation,4,11,26
1271,44,Action,5,8,48
1272,43,RPG,4,10,119
1273,36,RPG,5,1,89
1274,18,Simulation,5,13,178
1275,34,Strategy,17,18,88
1276,46,Strategy,14,0,85
1277,18,Strategy,5,16,169
1278,41,RPG,22,14,120
1279,31,RPG,0,7,176
1280,26,Strategy,16,3,178
1281,36,Sports,13,12,173
1282,31,RPG,12,18,66
1283,24,Strategy,13,14,15
1284,15,Action,11,8,65
1285,36,Sports,22,11,154
1286,40,Simulation,14,13,99
1287,32,RPG,11,13,111
1288,28,Action,20,13,14
1289,43,Strategy,21,11,170
1290,26,Action,18,12,163
1291,49,RPG,13,19,56
1292,26,RPG,1,11,85
1293,21,Sports,21,17,51
1294,43,Sports,19,5,94
1295,25,Strategy,22,9,23
1296,47,Simulation,3,13,61
1297,20,Sports,23,16,156
1298,29,Action,23,14,45
1299,46,Action,10,13,166
1300,25,Simulation,1,16,160
1301,37,RPG,14,15,126
1302,40,Action,15,18,62
1303,48,RPG,12,7,154
1304,48,Sports,7,13,29
1305,43,RPG,1,15,23
1306,18,RPG,13,12,51
1307,31,Strategy,7,15,175
1308,49,Strategy,2,3,41
1309,27,Sports,4,11,55
1310,29,Action,18,3,116
1311,43,Strategy,19,11,78
1312,43,Action,18,19,113
1313,25,Strategy,1,11,50
1314,46,Strategy,2,13,173
1315,16,Action,5,16,46
1316,28,Simulation,23,0,81
1317,34,Strategy,6,3,54
1318,36,Strategy,22,2,118
1319,25,Sports,15,5,60
1320,41,Simulation,0,3,86
1321,17,Action,11,15,160
1322,31,Simulation,20,5,38
1323,42,Action,1,12,168
1324,43,RPG,14,0,51
1325,35,Sports,7,4,163
1326,30,Sports,4,7,59
1327,34,Sports,12,15,73
1328,20,RPG,19,13,156
1329,33,Action,18,12,115
1330,19,Simulation,4,13,117
1331,17,Strategy,8,19,124
1332,15,RPG,8,1,29
1333,29,Strategy,19,7,52
1334,48,Sports,11,10,118
1335,49,Sports,9,11,92
1336,39,Simulation,19,14,107
1337,38,Strategy,21,18,171
1338,26,Strategy,7,16,19
1339,32,Strategy,23,4,35
1340,29,Sports,12,1,131
1341,30,Simulation,1,16,172
1342,41,RPG,8,7,111
1343,22,Action,13,5,110
1344,39,RPG,19,1,157
1345,31,Sports,17,6,37
1346,43,Strategy,4,4,142
1347,22,RPG,10,11,54
1348,29,Sports,2,5,42
1349,41,RPG,21,17,92
1350,21,Strategy,0,19,52
1351,17,Strategy,6,6,116
1352,43,Sports,18,0,124
1353,38,Action,0,19,163
1354,17,Simulation,17,10,130
1355,34,Action,15,14,153
1356,29,Sports,10,13,118
1357,39,Sports,3,19,57
1358,44,Sports,7,1,23
1359,28,Action,4,5,126
1360,21,Simulation,0,15,30
1361,31,RPG,8,12,179
1362,34,Sports,21,6,58
1363,23,Strategy,11,15,130
1364,36,Sports,14,10,158
1365,16,Strategy,22,11,145
1366,38,Sports,10,13,31
1367,22,Sports,14,7,110
1368,25,Sports,2,7,29
1369,27,RPG,3,15,116
1370,31,RPG,14,19,27
1371,22,RPG,1,9,65
1372,35,Sports,0,7,53
1373,32,Simulation,2,16,136
1374,44,Action,5,5,179
1375,32,Simulation,2,4,178
1376,45,Sports,6,11,162
1377,46,RPG,17,6,41
1378,25,Sports,9,0,56
1379,39,Action,15,9,108
1380,47,RPG,18,13,123
1381,22,RPG,7,11,11
1382,25,RPG,21,3,64
1383,36,Action,20,4,161
1384,38,Simulation,9,19,170
1385,31,Strategy,19,6,24
1386,26,Strategy,8,18,73
1387,46,Strategy,17,19,106
1388,29,Action,23,15,162
1389,30,Strategy,7,15,32
1390,36,RPG,13,5,112
1391,42,Sports,8,18,33
1392,34,Action,11,16,139
1393,47,Simulation,5,10,133
1394,24,Strategy,10,18,108
1395,46,Action,15,19,16
1396,47,Strategy,8,8,156
1397,16,RPG,6,6,46
1398,47,Simulation,7,15,60
1399,47,Strategy,7,14,90
1400,27,RPG,3,16,71
1401,44,Sports,21,11,97
1402,47,Strategy,22,9,81
1403,27,RPG,6,10,102
1404,40,Action,14,9,151
1405,36,Simulation,7,13,53
1406,16,RPG,13,8,34
1407,40,RPG,7,1,171
1408,29,Action,1,10,38
1409,48,RPG,3,9,140
1410,25,Strategy,12,7,12
1411,17,Action,5,5,97
1412,20,Sports,11,9,110
1413,23,RPG,21,13,167
1414,20,Sports,0,0,33
1415,23,RPG,19,1,139
1416,45,RPG,11,16,62
1417,46,Strategy,3,8,41
1418,26,Sports,5,1,36
1419,22,Action,23,14,29
1420,22,Action,8,7,113
1421,42,Sports,1,4,29
1422,34,Sports,14,11,81
1423,21,Sports,4,3,42
1424,25,Sports,21,9,110
1425,34,Sports,8,1,97
1426,30,Simulation,14,10,151
1427,18,Sports,20,2,59
1428,20,Simulation,23,15,37
1429,36,RPG,23,8,42
1430,40,Action,2,18,56
1431,17,Sports,8,8,13
1432,28,RPG,15,6,36
1433,25,Strategy,2,18,141
1434,32,Simulation,9,16,22
1435,26,Sports,22,17,166
1436,37,RPG,4,14,148
1437,26,Sports,11,6,96
1438,27,Action,1,3,173
1439,39,Sports,15,11,25
1440,33,Strategy,14,8,60
1441,22,Simulation,20,9,159
1442,43,Strategy,20,3,136
1443,46,Action,5,19,101
1444,32,Sports,20,13,101
1445,20,Sports,23,13,35
1446,32,Action,21,18,154
1447,33,Sports,20,5,152
1448,36,Sports,13,1,152
1449,46,Sports,15,6,104
1450,17,RPG,18,9,88
1451,42,RPG,4,4,26
1452,24,Simulation,23,1,142
1453,49,Action,7,7,102
1454,43,Strategy,12,17,51
1455,29,Action,13,6,101
1456,47,Sports,20,2,107
1457,21,Sports,11,8,67
1458,26,Action,9,17,145
1459,44,Sports,8,8,108
1460,35,Simulation,21,0,84
1461,45,Strategy,20,13,173
1462,38,Sports,10,4,48
1463,34,RPG,9,0,88
1464,18,Sports,4,6,14
1465,42,Sports,12,19,157
1466,34,Sports,8,7,51
1467,38,Action,9,13,68
1468,46,Action,4,18,66
1469,48,Action,14,4,137
1470,16,RPG,10,4,137
1471,29,Simulation,21,1,84
1472,48,Simulation,10,19,25
1473,20,Action,18,5,155
1474,26,Sports,14,2,86
1475,17,Action,21,7,159
1476,32,Sports,20,8,157
1477,35,RPG,20,16,152
1478,29,Sports,23,0,68
1479,47,Sports,2,10,53
1480,49,Simulation,6,6,126
1481,40,Sports,0,11,133
1482,22,Action,19,1,114
1483,44,Strategy,16,4,53
1484,37,RPG,22,7,106
1485,28,Strategy,16,3,107
1486,28,RPG,1,6,35
1487,16,Action,5,6,35
1488,19,Action,2,19,103
1489,28,Strategy,0,17,28
1490,39,Simulation,6,19,15
1491,34,RPG,13,3,117
1492,16,Simulation,20,3,124
1493,20,Action,15,10,152
1494,31,Sports,4,8,91
1495,39,RPG,11,4,31
1496,42,RPG,5,5,140
1497,16,Action,14,5,90
1498,49,Simulation,14,7,108
1499,19,Sports,8,11,162
1500,15,Strategy,4,13,54
1501,26,Sports,17,7,128
1502,37,Simulation,7,19,68
1503,45,Action,22,9,43
1504,25,Sports,9,15,152
1505,24,Strategy,0,1,103
1506,17,Simulation,12,12,109
1507,28,Sports,12,8,87
1508,30,Sports,8,7,80
1509,24,Sports,3,3,43
1510,43,Action,16,4,109
1511,24,Sports,7,14,33
1512,26,Action,1,17,94
1513,44,Strategy,21,18,19
1514,15,Action,3,0,140
1515,19,Strategy,3,16,65
1516,34,RPG,3,6,54
1517,22,RPG,5,5,22
1518,26,Strategy,5,16,167
1519,15,Action,3,6,104
1520,34,Action,18,4,168
1521,42,Simulation,17,9,104
1522,26,RPG,0,7,28
1523,42,Action,2,3,117
1524,29,Simulation,19,3,51
1525,20,RPG,12,6,122
1526,34,Action,5,2,169
1527,28,Strategy,18,14,103
1528,16,Sports,17,1,176
1529,23,Sports,17,1,161
1530,34,RPG,2,14,50
1531,40,Simulation,18,11,129
1532,43,RPG,9,12,138
1533,15,Simulation,5,5,37
1534,49,Strategy,11,6,154
1535,20,Sports,7,13,57
1536,19,Action,20,11,19
1537,47,Simulation,12,2,177
1538,28,Action,16,6,95
1539,26,Simulation,2,15,33
1540,34,Action,7,4,141
1541,38,Sports,16,5,49
1542,48,RPG,6,11,105
1543,39,Sports,13,8,65
1544,43,Simulation,6,9,144
1545,45,Sports,6,2,164
1546,37,RPG,5,2,165
1547,34,RPG,5,5,36
1548,37,Action,17,15,172
1549,30,Strategy,0,13,166
1550,22,Strategy,5,7,157
1551,35,Simulation,21,8,106
1552,15,Simulation,7,1,141
1553,22,Strategy,9,12,19
1554,43,Simulation,18,14,81
1555,46,RPG,16,2,119
1556,19,Strategy,0,11,165
1557,36,Action,2,1,30
1558,48,Sports,10,2,115
1559,15,Action,11,16,50
1560,40,RPG,3,5,165
1561,24,RPG,5,2,127
1562,44,Sports,18,9,154
1563,32,Action,9,12,145
1564,31,RPG,18,7,99
1565,40,Sports,17,19,113
1566,22,Action,8,19,122
1567,26,RPG,20,7,136
1568,41,Strategy,14,7,166
1569,22,Sports,0,0,118
1570,39,Strategy,4,9,76
1571,18,Sports,4,18,148
1572,47,RPG,0,8,165
1573,15,RPG,16,8,26
1574,33,Strategy,17,8,59
1575,45,Sports,19,9,123
1576,30,Simulation,11,4,138
1577,28,Action,7,7,61
1578,19,Action,16,19,53
1579,40,Action,18,4,71
1580,42,Action,18,13,11
1581,16,RPG,12,9,45
1582,20,Sports,6,1,142
1583,23,Strategy,2,9,106
1584,47,Strategy,11,2,22
1585,39,RPG,7,7,88
1586,27,RPG,22,8,131
1587,23,Action,23,4,175
1588,27,Simulation,0,6,42
1589,45,Action,22,13,141
1590,25,RPG,11,9,107
1638,19,Simulation,3,18,156
1639,48,Sports,17,18,88
1640,29,Strategy,19,11,158
1641,29,Simulation,20,13,61
1642,37,Strategy,1,4,30
1643,20,Sports,3,1,47
1644,35,Simulation,21,1,113
1645,37,Action,9,17,65
1646,30,Sports,17,6,107
1647,29,Strategy,8,16,139
1648,39,Sports,5,6,22
1649,25,Action,22,2,100
1650,29,RPG,5,5,72
1651,18,RPG,14,10,55
1652,35,Sports,8,19,64
1653,27,Simulation,22,12,18
1654,36,RPG,19,19,62
1655,33,Sports,6,8,48
1656,48,Sports,9,10,17
1657,28,Action,12,2,168
1658,18,Action,0,10,15
1659,41,Sports,7,14,130
1660,43,Action,15,7,165
1661,42,Action,1,4,63
1662,49,Simulation,7,0,15
1663,22,Simulation,15,14,55
1664,30,Sports,5,16,25
1665,44,Strategy,5,19,21
1666,32,Simulation,4,6,162
1667,16,Action,19,9,158
1668,27,Simulation,18,7,75
1669,18,Simulation,17,11,115
1670,40,Strategy,19,0,27
1671,39,Strategy,3,9,118
1672,44,Simulation,16,10,84
1673,25,Action,11,4,132
1674,21,RPG,7,11,93
1675,45,Strategy,9,0,173
1676,24,Sports,12,9,80
1677,27,Simulation,9,11,132
1678,45,Action,3,15,85
1679,21,Sports,13,2,63
1680,34,Simulation,1,13,112
1681,18,Action,5,9,102
1682,21,Strategy,18,19,96
1683,15,Sports,7,7,150
1684,27,Action,22,12,122
1685,36,Action,20,12,16
1686,35,Action,9,3,46
1687,36,Simulation,21,3,167
1688,42,Sports,4,5,57
1689,23,Simulation,4,2,163
1690,40,Sports,20,14,114
1691,23,RPG,19,16,28
1692,29,Simulation,17,8,27
1693,24,Sports,18,8,18
1694,38,Strategy,13,4,49
1695,22,Action,1,19,166
1696,38,Simulation,21,15,58
1697,30,RPG,3,4,148
1698,40,Sports,4,14,142
1699,41,Action,19,6,26
1700,18,RPG,1,2,31
1701,38,Strategy,11,8,96
1702,33,Simulation,6,15,36
1703,24,Action,8,1,98
1704,39,Sports,9,14,106
1705,32,RPG,4,0,72
1706,33,Strategy,19,5,33
1707,24,Strategy,6,4,63
1708,47,RPG,9,9,14
1709,19,Sports,1,4,160
1710,49,Strategy,2,8,172
1711,48,Simulation,14,14,139
1712,47,Simulation,10,9,29
1713,35,Action,11,19,42
1714,31,RPG,14,3,108
1715,36,Action,20,18,16
1716,29,Simulation,5,13,121
1717,49,Simulation,1,6,47
1718,42,Strategy,11,7,60
1719,21,Action,13,18,69
1720,46,Simulation,1,10,135
1721,25,Action,3,19,174
1722,24,RPG,21,11,83
1723,23,Strategy,0,15,50
1724,28,RPG,19,9,177
1725,27,Strategy,16,9,122
1726,39,Strategy,22,14,90
1727,16,Action,5,17,45
1728,49,Strategy,5,0,152
1729,21,Sports,12,12,171
1730,35,Sports,11,9,36
1731,32,Simulation,15,8,50
1732,17,RPG,16,6,42
1733,25,Action,1,9,14
1734,38,Simulation,14,3,25
1735,33,Simulation,16,19,129
1736,18,Action,9,19,138
1737,40,Action,21,13,62
1738,46,Action,11,10,124
1739,47,Strategy,18,16,147
1740,17,RPG,2,8,173
1741,23,Action,22,19,120
1742,22,RPG,11,8,31
1743,47,Strategy,4,7,128
1744,20,Simulation,2,18,170
1745,18,Simulation,11,17,137
1746,27,RPG,4,3,165
1747,16,Sports,5,6,161
1748,19,Strategy,1,14,157
1749,41,RPG,22,6,70
1750,46,RPG,9,6,55
1751,35,RPG,19,1,167
1752,22,RPG,19,7,130
1753,22,RPG,18,2,84
1754,17,Sports,19,13,146
1755,17,Strategy,0,4,97
1756,36,Sports,17,8,62
1757,20,Strategy,19,11,22
1758,16,Sports,9,19,76
1759,37,Sports,12,1,61
1760,16,Simulation,19,7,174
1761,31,Strategy,22,12,175
1762,49,Strategy,10,11,18
1763,48,Sports,7,0,59
1764,37,Strategy,4,13,128
1765,44,Sports,5,12,87
1766,22,Simulation,7,11,153
1767,36,RPG,0,5,150
1768,19,Strategy,19,14,23
1769,27,Strategy,20,8,15
1770,43,Action,2,8,99
1771,45,Strategy,19,2,100
1772,30,Sports,14,3,20
1773,44,Sports,6,3,179
1774,30,RPG,4,9,139
1775,26,Sports,20,16,119
1776,31,Action,20,1,45
1777,30,Strategy,12,16,65
1778,26,Strategy,22,18,30
1779,22,RPG,13,12,42
1780,34,Strategy,11,7,45
1781,17,Strategy,4,11,86
1782,30,RPG,3,12,60
1783,44,Action,5,0,62
1784,37,Sports,21,10,31
1785,42,Strategy,5,6,129
1786,19,Strategy,21,10,39
1787,34,Simulation,18,12,15
1788,15,RPG,12,16,134
1840,49,Strategy,20,9,176
1841,32,Strategy,2,9,128
1842,28,Strategy,6,10,143
1843,34,RPG,13,12,143
1844,32,Simulation,0,3,48
1845,24,Simulation,2,17,152
1846,39,Simulation,1,16,86
1847,16,Action,0,15,20
1848,39,Action,13,9,54
1849,47,Strategy,12,12,80
1850,45,Strategy,11,15,124
1851,28,Sports,23,2,42
1852,15,Simulation,13,19,71
1853,30,RPG,22,19,126
1854,17,RPG,14,12,143
1855,49,Sports,15,0,172
1856,20,Simulation,2,1,131
1857,39,Strategy,10,8,27
1858,27,Simulation,20,17,19
1859,48,Simulation,20,5,107
1860,22,RPG,19,5,133
1861,35,RPG,15,16,124
1862,48,Strategy,11,19,127
1863,18,Strategy,16,5,134
1864,39,RPG,8,15,88
1865,29,Sports,7,16,97
1866,18,Sports,18,4,77
1867,26,Action,7,11,109
1868,46,Sports,3,11,29
1869,46,RPG,23,15,147
1870,42,Simulation,12,16,167
1871,27,Strategy,6,12,166
1872,45,Simulation,10,6,73
1873,28,Simulation,3,10,94
1874,34,Simulation,6,17,177
1875,32,Action,10,1,75
1876,43,Simulation,4,18,178
1877,20,Sports,16,13,124
1878,46,Strategy,3,2,171
1879,43,Simulation,20,10,60
1880,16,Strategy,16,1,97
1881,37,Action,12,2,20
1882,33,Sports,19,11,66
1883,45,Strategy,1,12,49
1884,19,Sports,16,6,173
1885,33,Action,4,12,59
1886,48,Sports,6,9,101
1887,24,RPG,9,16,50
1888,39,Strategy,12,2,25
1889,16,Simulation,18,14,30
1890,25,RPG,5,12,47
1891,45,Action,13,14,131
1892,29,Simulation,6,5,95
1893,23,Sports,3,11,154
1894,37,Strategy,21,18,143
1895,33,Action,11,9,25
1896,23,Sports,4,3,144
1897,49,Strategy,19,6,152
1898,35,RPG,7,17,73
1899,23,Action,3,17,132
1900,42,Action,1,12,19
1901,21,RPG,8,11,125
1902,30,Simulation,20,5,59
1903,30,RPG,10,5,162
1904,47,Simulation,4,19,159
1905,18,RPG,7,7,72
1906,18,RPG,2,15,41
1907,31,Action,16,14,164
1908,43,Simulation,4,7,12
1909,49,Sports,10,2,61
1910,21,Sports,0,18,95
1911,41,Strategy,15,5,31
1912,42,Action,7,15,117
1913,36,Action,4,18,62
1914,28,Action,16,14,159
1915,21,Strategy,11,15,134
1916,36,Strategy,16,4,61
1917,19,Action,10,9,17
1918,16,Simulation,3,11,65
1919,41,Action,14,16,50
1920,35,Action,21,18,41
1921,29,Action,18,19,24
1922,35,RPG,9,17,172
1923,24,Sports,20,0,116
1924,37,RPG,0,15,154
1925,19,Simulation,18,4,176
1926,15,RPG,16,13,123
1927,27,Sports,17,2,60
1928,35,Action,3,4,90
1929,40,Sports,0,19,156
1930,35,Action,7,15,51
1931,32,RPG,7,6,41
1932,46,Strategy,14,15,66
1933,31,Simulation,7,15,136
1934,49,Strategy,4,3,65
1935,25,Strategy,22,12,45
1936,35,Simulation,15,11,150
1937,40,Strategy,7,3,36
1938,18,Simulation,13,19,85
1939,48,RPG,13,11,18
1940,32,RPG,19,13,18
1941,49,Strategy,17,19,135
1942,43,Sports,5,13,66
1943,43,Action,11,1,158
1944,35,Strategy,8,7,143
1945,27,Action,4,11,156
1946,31,Sports,19,19,97
1947,23,Sports,1,19,71
1948,15,Action,5,12,34
1949,16,Simulation,20,11,161
1950,43,Strategy,16,12,135
1951,47,Strategy,10,0,29
1952,24,Strategy,5,6,154
1953,35,Action,8,9,101
1954,42,Sports,17,10,160
1955,25,Sports,17,16,151
1956,48,Simulation,7,16,55
1957,22,Sports,19,5,76
1958,36,Action,17,11,35
1959,22,Strategy,9,1,109
1960,29,RPG,18,2,135
1961,31,Sports,2,4,32
1962,37,Simulation,9,11,96
1963,38,Simulation,17,12,52
1964,33,Simulation,7,4,90
1965,19,Simulation,2,16,178
1966,46,Strategy,3,17,72
1967,15,Strategy,14,10,166
1968,37,Sports,23,19,88
1969,22,Action,22,12,28
1970,27,Strategy,9,11,58
1971,22,Strategy,4,5,60
1972,37,Strategy,17,12,96
1973,15,Action,20,5,114
1974,38,RPG,21,10,93
1975,49,RPG,6,4,150
1976,38,RPG,12,6,149
1977,31,Action,3,0,119
1978,19,Sports,0,7,68
1979,34,Strategy,3,10,79
1980,35,Sports,19,18,148
1981,45,Simulation,11,8,160
1982,25,RPG,6,8,155
1983,29,Action,23,14,172
1984,33,Strategy,7,7,122
1985,21,Strategy,12,7,97
1986,42,Strategy,14,4,70
1987,19,Action,4,17,123
1988,19,Simulation,4,13,80
1989,44,Action,22,10,148
1990,46,Action,11,11,109
1991,22,Action,7,11,36
1992,24,Strategy,3,7,156
1993,46,Sports,0,14,140
1994,42,Strategy,22,15,79
1995,31,Simulation,5,6,107
1996,45,RPG,11,17,90
1997,22,Simulation,0,4,16
1998,39,Simulation,19,17,44
2024,39,Sports,1,13,41
2025,28,Sports,18,18,137
2026,39,Action,4,0,151
2027,36,Simulation,21,14,65
2028,44,Strategy,17,10,172
2029,34,Simulation,10,2,20
2030,35,Action,7,16,29
2031,46,RPG,5,0,60
2032,35,Strategy,16,10,73
2033,49,Action,21,18,105
2034,46,Strategy,22,7,134
2035,44,Sports,23,17,95
2036,26,Action,22,6,148
2037,32,Sports,17,17,70
2038,35,Strategy,4,1,47
